"rfmo","lon","lat","year","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"wcpfc",167.5,37.5,1988,2067.4,669.932,31861,298.772,7440,327.546,23386,43.614,1035
"wcpfc",167.5,37.5,1989,5123.3,1103.21,45341,618.971,17597,402.523,26073,81.716,1671
"wcpfc",167.5,37.5,1990,1934.8,487.392,22178,265.606,6839,206.451,14934,15.335,405
"wcpfc",167.5,37.5,1991,2897.5,578.923,22412,373.164,9302,164.241,12020,41.518,1090
"wcpfc",167.5,37.5,1992,2417.7,849.389,42547,357.53,9299,433.95,31666,57.909,1582
"wcpfc",167.5,37.5,1994,2546.642,834.799,40451,298.319,7486,497.289,32009,39.191,956
"wcpfc",167.5,37.5,1996,1928.923,425.742,19439,210.959,6300,198.049,12646,16.734,493
"wcpfc",167.5,37.5,1997,1728.796,833.702,37835,278.242,8056,526.356,29010,29.104,769
"wcpfc",167.5,37.5,1998,3373.937,1443.808,65836,482.365,11764,883.385,51912,78.058,2160
"wcpfc",167.5,37.5,1999,3502.462,1395.093,63030,379.701,9381,878.57,48972,136.822,4677
"wcpfc",167.5,37.5,2000,2656.998,495.921,19219,270.241,7051,204.704,11663,20.976,505
"wcpfc",167.5,37.5,2001,1736.19,326.989,15942,97.806,3383,213.44,12178,15.743,381
"wcpfc",167.5,37.5,2002,2580.594,413.132,15734,304.911,9263,97.609,6196,10.612,275
"wcpfc",167.5,37.5,2003,1969.463,253.518,8749,194.881,5462,47.891,2930,10.746,357
"wcpfc",167.5,37.5,2004,2667.701,377.454,12568,322.443,9386,52.386,3094,2.625,88
"wcpfc",167.5,37.5,2005,2326.464,510.41,16654,391.569,9335,115.055,7205,3.786,114
"wcpfc",167.5,37.5,2007,1407.343,13.423,519,4.063,100,3.523,248,5.837,171
"wcpfc",167.5,37.5,2008,1947.855,295.529,15630,155.411,4826,135.139,10644,4.979,160
"wcpfc",167.5,37.5,2009,1406.918,321.924,16460,179.956,5806,140.211,10593,1.757,61
"wcpfc",167.5,37.5,2012,1543.048,420.81,14954,256.104,6239,156.657,8534,8.049,181
"wcpfc",172.5,37.5,1955,1940.794,507.523,21755,214.269,6501,283.596,14995,9.658,259
"wcpfc",172.5,37.5,1956,2940.288,1367.914,58723,541.648,15259,819.599,43336,6.667,128
"wcpfc",172.5,37.5,1957,3327.379,1333.58,59286,420.682,11187,906.825,47948,6.073,151
"wcpfc",172.5,37.5,1958,3917.952,2404.405,84317,1275.647,26268,1074.713,56825,54.045,1224
"wcpfc",172.5,37.5,1959,2839.005,986.637,35937,536.779,12685,426.008,22525,23.85,727
"wcpfc",172.5,37.5,1960,2948.547,809.37,34644,307.012,8649,483.9,25586,18.458,409
"wcpfc",172.5,37.5,1961,3600.355,874.494,36418,376.658,10611,480.155,25388,17.681,419
"wcpfc",172.5,37.5,1962,1820.159,356.471,15264,104.352,2105,246.49,13033,5.629,126
"wcpfc",172.5,37.5,1963,2424.366,494.502,18607,242.111,5464,246.356,13026,6.035,117
"wcpfc",172.5,37.5,1964,2836.249,531.592,21159,200.253,4719,293.997,15545,37.342,895
"wcpfc",172.5,37.5,1965,2620.47,397.484,23357,118.337,2818,258.333,20031,20.814,508
"wcpfc",172.5,37.5,1966,2166.716,402.706,21267,152.23,3526,236.832,17440,13.644,301
"wcpfc",172.5,37.5,1967,1879.86,272.581,16475,71.306,1657,195.328,14681,5.947,137
"wcpfc",172.5,37.5,1982,1829.1,529.538,27165,197.253,5458,309.28,20946,23.005,761
"wcpfc",172.5,37.5,1985,2168.7,951.553,52349,285,8037,618.443,42874,48.11,1438
"wcpfc",172.5,37.5,1986,1933.8,535.635,24831,279.608,8571,222.824,15400,33.203,860
"wcpfc",172.5,37.5,1987,2399,944.536,47129,395.365,11589,498.952,34433,50.219,1107
"wcpfc",172.5,37.5,1988,2308.2,777.78,36902,314.33,7857,378.823,27047,84.627,1998
"wcpfc",172.5,37.5,1990,1451.5,690.053,36585,264.915,6407,412.568,29844,12.57,334
"wcpfc",172.5,37.5,1991,1597.7,435.187,21204,203.371,5437,207.814,15209,24.002,558
"wcpfc",172.5,37.5,1992,1310.8,607.219,29702,274.806,7166,294.484,21489,37.929,1047
"wcpfc",172.5,37.5,1994,1443.978,628.679,35852,81.749,2113,510.899,32885,36.031,854
"wcpfc",172.5,37.5,1997,1659.499,1066.075,54119,140.66,4242,886.967,48885,38.448,992
"wcpfc",172.5,37.5,1998,4166.001,1194.715,52135,458.302,11052,665.278,39095,71.135,1988
"wcpfc",172.5,37.5,1999,3392.026,1205.574,57387,275.475,6725,873.331,48680,56.768,1982
"wcpfc",172.5,37.5,2000,2130.516,406.059,21134,57.945,1591,339.028,19316,9.086,227
"wcpfc",172.5,37.5,2001,2125.98,357.239,17854,89.919,2983,255.589,14583,11.731,288
"wcpfc",172.5,37.5,2002,1817.279,348.82,17778,126.147,3924,215.464,13677,7.209,177
"wcpfc",172.5,37.5,2003,4132.368,676.763,26338,431.201,11997,223.53,13675,22.032,666
"wcpfc",172.5,37.5,2004,2039.436,169.63,6727,108.477,3153,59.938,3540,1.215,34
"wcpfc",172.5,37.5,2005,3151.221,780.333,33744,387.403,9481,382.835,23974,10.095,289
"wcpfc",172.5,37.5,2006,2268.526,192.676,8032,101.54,3353,86.451,4571,4.685,108
"wcpfc",172.5,37.5,2007,1691.765,128.235,4638,96.316,2640,31.113,1970,0.806,28
"wcpfc",172.5,37.5,2008,1266.228,32.914,1901,12.882,399,18.422,1451,1.61,51
"wcpfc",172.5,37.5,2009,1367.198,128.701,6763,66.628,2156,60.052,4537,2.021,70
"wcpfc",172.5,37.5,2011,1210.083,280.776,11110,128.22,3660,150.748,7360,1.808,90
"wcpfc",172.5,37.5,2012,1321.776,221.488,8094,123.988,3508,94.864,4519,2.636,67
"wcpfc",177.5,37.5,1956,1930.645,815.451,32775,409.315,11531,399.227,21109,6.909,135
"wcpfc",177.5,37.5,1960,3649.877,1388.891,66433,278.083,7834,1106.448,58503,4.36,96
"wcpfc",177.5,37.5,1961,3360.512,1192.153,57377,222.353,6264,964.186,50981,5.614,132
"wcpfc",177.5,37.5,1962,2724.825,925.039,39413,282.667,6289,615.967,32569,26.405,555
"wcpfc",177.5,37.5,1963,2123.339,762.695,33024,253.861,6238,505.006,26702,3.828,84
"wcpfc",177.5,37.5,1966,1746.036,784.898,35896,401.797,9149,354.977,26140,28.124,607
"wcpfc",177.5,37.5,1967,2534.558,806.549,46721,254.954,5960,537.997,40436,13.598,325
"wcpfc",177.5,37.5,1968,1735.85,181.423,10028,64.99,1353,113.195,8595,3.238,80
"wcpfc",177.5,37.5,1988,1378.7,566.639,32899,118.211,2945,404.79,28901,43.638,1053
"wcpfc",177.5,37.5,1990,1761.2,835.798,42355,359.349,8691,458.865,33193,17.584,471
"wcpfc",177.5,37.5,2001,1262.674,101.642,5210,18.204,637,77.853,4442,5.585,131
"wcpfc",177.5,37.5,2002,1975.798,73.466,3932,21.352,659,51.199,3250,0.915,23
"wcpfc",177.5,37.5,2003,3842.182,613.715,28928,244.626,6985,349.378,21374,19.711,569
"wcpfc",177.5,37.5,2004,2159.552,331.575,15946,125.979,3883,202.145,11939,3.451,124
"wcpfc",177.5,37.5,2005,1871.691,379.263,16730,181.218,4490,193.206,12099,4.839,141
"wcpfc",177.5,37.5,2006,2152.012,117.965,5650,26.413,888,88.909,4701,2.643,61
"wcpfc",177.5,37.5,2019,1419.328,44.8,1847,24.271,553,13.917,1058,6.612,236
"wcpfc",-177.5,42.5,1995,3888.9,2583.189,227399,26.756,727,2526.553,225573,29.88,1099
"wcpfc",-162.5,42.5,2002,1504.456,278.339,22720,3.238,98,272.625,22523,2.476,99
"iattc",-147.5,42.5,1963,31.594,0,188,0,20,0,168,0,0
"iattc",-147.5,42.5,1968,3.024,0,107,0,0,0,107,0,0
"iattc",-147.5,42.5,1988,2.31,0.86,26,0.28,6,0,0,0.58,20
"iattc",-147.5,42.5,1996,13.6,0,196,0,151,0,23,0,22
"iattc",-147.5,42.5,2000,52.066,12.24,1190,0.76,41,11.48,1149,0,0
"iattc",-147.5,42.5,2001,50.1,17.94,0,0,0,17.94,0,0,0
"iattc",-147.5,42.5,2014,7.2,0.73,48,0,0,0.73,48,0,0
"iattc",-147.5,42.5,2019,240.24,105.36,8816,15.66,472,85.57,8144,4.13,200
"iattc",-147.5,42.5,2021,18,16.24,1737,1.32,41,14.78,1693,0.14,3
"iattc",-147.5,42.5,2022,57.6,35.91,3575,8.37,220,26.46,3311,1.08,44
"iattc",-147.5,42.5,2023,12.9,3.26,275,0.03,1,3.21,273,0.02,1
"iattc",-142.5,42.5,1963,18.414,0,4,0,4,0,0,0,0
"iattc",-142.5,42.5,1966,5.074,0,104,0,0,0,104,0,0
"iattc",-142.5,42.5,1968,3.024,0,48,0,0,0,48,0,0
"iattc",-142.5,42.5,1971,2.745,0,32,0,0,0,32,0,0
"iattc",-142.5,42.5,1976,2.124,0,9,0,0,0,9,0,0
"iattc",-142.5,42.5,1997,4.534,7.02,627,0,0,7.02,627,0,0
"iattc",-142.5,42.5,2019,26.6,4.9,426,0.76,20,3.73,387,0.41,19
"iattc",-142.5,42.5,2021,3.6,1.53,181,0,0,1.53,181,0,0
"iattc",-137.5,42.5,1963,1.27,0,3,0,0,0,3,0,0
"iattc",-137.5,42.5,1989,2.4,0,2,0,0,0,2,0,0
"iattc",-137.5,42.5,1992,16.92,0,191,0,76,0,115,0,0
"iattc",-137.5,42.5,1993,1,0,11,0,11,0,0,0,0
"iattc",-137.5,42.5,1994,5.68,0,11,0,1,0,10,0,0
"iattc",-137.5,42.5,1995,9.58,0,44,0,18,0,24,0,2
"iattc",-137.5,42.5,1998,7.147,0,109,0,28,0,68,0,13
"iattc",-137.5,42.5,2000,17.355,4.12,400,0.24,12,3.88,388,0,0
"iattc",-137.5,42.5,2003,9.06,0,6,0,0,0,6,0,0
"iattc",-137.5,42.5,2012,3.027,0,6,0,0,0,6,0,0
"iattc",-132.5,42.5,1967,2.499,0,2,0,1,0,1,0,0
"iattc",-132.5,42.5,1976,4.213,0,25,0,0,0,25,0,0
"iattc",-132.5,42.5,1981,4.07,0,11,0,8,0,3,0,0
"iattc",-132.5,42.5,1996,4.304,0,7,0,7,0,0,0,0
"iattc",-132.5,42.5,1998,2.8,0,25,0,6,0,15,0,4
"iattc",-132.5,42.5,1999,2.78,0,3,0,2,0,0,0,1
"iattc",-132.5,42.5,2000,3.84,0.09,2,0,0,0,0,0.09,2
"iattc",-132.5,42.5,2001,0.468,0,1,0,0,0,1,0,0
"iattc",-127.5,42.5,1996,1.8,0,6,0,6,0,0,0,0
"iattc",-127.5,42.5,1998,5.139,0,63,0,56,0,0,0,7
"iattc",-127.5,42.5,1999,2.465,0,1,0,0,0,1,0,0
"iccat",-67.5,42.5,1965,34032,0,243,0,149,0,94,0,0
"iccat",-67.5,42.5,1968,7342,0,648,0,119,0,494,0,35
"iccat",-67.5,42.5,1969,2100,0,44,0,17,0,22,0,5
"iccat",-67.5,42.5,1970,65302,0,2130,0,586,0,1352,0,192
"iccat",-67.5,42.5,1971,677266,0,9013,0,2885,0,2726,0,3402
"iccat",-67.5,42.5,1972,164626,0,1314,0,417,0,373,0,524
"iccat",-67.5,42.5,1973,220644,0,6065,0,2736,0,2719,0,610
"iccat",-67.5,42.5,1974,496129,0,11728,0,4729,0,6387,0,612
"iccat",-67.5,42.5,1975,151417,0,3957,0,2330,0,1166,0,461
"iccat",-67.5,42.5,1976,856262,0,25532,0,12484,0,9360,0,3688
"iccat",-67.5,42.5,1977,159604,11.7,3794,0,1445,8.9,2140,2.8,209
"iccat",-67.5,42.5,1978,423944,0,10477,0,4890,0,2961,0,2626
"iccat",-67.5,42.5,1979,167104,0.1,2003,0,354,0,990,0.1,659
"iccat",-67.5,42.5,1980,1016690,0,15097,0,9710,0,4111,0,1276
"iccat",-67.5,42.5,1981,1771516,0,23067,0,9332,0,10072,0,3663
"iccat",-67.5,42.5,1982,823988,0,6490,0,4806,0,999,0,685
"iccat",-67.5,42.5,1983,115848,0,2268,0,992,0,956,0,320
"iccat",-67.5,42.5,1984,267693,0,4398,0,2393,0,1771,0,234
"iccat",-67.5,42.5,1985,518699,0,10802,0,3024,0,7242,0,536
"iccat",-67.5,42.5,1986,641337,0,8712,0,6707,0,1304,0,701
"iccat",-67.5,42.5,1987,903615,0,5098,0,2198,0,2079,0,821
"iccat",-67.5,42.5,1988,784244,0,4946,0,1038,0,1677,0,2231
"iccat",-67.5,42.5,1989,334942,0,3858,0,1126,0,998,0,1734
"iccat",-67.5,42.5,1990,697265,0,6565,0,1286,0,1344,0,3935
"iccat",-67.5,42.5,1991,543577,0,10451,0,2262,0,734,0,7455
"iccat",-67.5,42.5,1992,473270,18.7,6531,11.8,1477,0,298,6.9,4756
"iccat",-67.5,42.5,1993,347686,52.4,2157,24.5,694,0.9,464,27,999
"iccat",-67.5,42.5,1994,298278,42.9,4508,16.7,1422,6.2,755,20,2331
"iccat",-67.5,42.5,1995,377191,67.6,4854,2,1175,0.1,1112,65.5,2567
"iccat",-67.5,42.5,1996,47265,0.7,190,0.1,35,0.2,12,0.4,143
"iccat",-67.5,42.5,1997,455620,20.8,10676,6,852,0.9,261,13.9,9563
"iccat",-67.5,42.5,1998,268532,2.4,2554,0,888,0,356,2.4,1310
"iccat",-67.5,42.5,1999,277598,7.1,3642,2.7,1445,0.1,239,4.3,1958
"iccat",-67.5,42.5,2000,177943,6.747,1332,2.409,380,1.711,211,2.627,741
"iccat",-67.5,42.5,2001,491659,47.7108,5671,20.00909,1019,2.89034,1000,24.81137,3652
"iccat",-67.5,42.5,2002,382961,37.739,3960,7.829,558,7.813,441,22.097,2961
"iccat",-67.5,42.5,2003,310461,5.86064,2571,0.75111,285,0.62449,278,4.48504,2008
"iccat",-67.5,42.5,2004,320193,57.83152,7319,6.93568,256,0.7454,208,50.15044,6855
"iccat",-67.5,42.5,2005,279200,32.112,2138,9.677,115,2.695,308,19.74,1715
"iccat",-67.5,42.5,2006,257248,109.36268,3680,30.00401,503,1.92388,55,77.43479,3122
"iccat",-67.5,42.5,2007,179694,36.234,1330,8.979,93,0.828,34,26.427,1203
"iccat",-67.5,42.5,2008,486379,38.847,1109,10.246,93,0.753,134,27.848,882
"iccat",-67.5,42.5,2009,434782,19.819,1310,12.673,130,0.81,124,6.336,1056
"iccat",-67.5,42.5,2010,648810,80.24,4196,33.402,565,1.794,241,45.044,3390
"iccat",-67.5,42.5,2011,566674,14.964,6239,7.987,685,1.604,429,5.373,5125
"iccat",-67.5,42.5,2012,523194,30.95,6221,9.647,1812,0.996,507,20.307,3902
"iccat",-67.5,42.5,2013,279829,18.612,1586,13.33,441,2.062,354,3.22,791
"iccat",-67.5,42.5,2014,405715,70.377,3405,47.801,1363,19.066,508,3.51,1534
"iccat",-67.5,42.5,2015,2247083,184.97357,3753,126.15438,2045,14.40967,172,44.40952,1536
"iccat",-67.5,42.5,2016,293405,40.97937,1161,32.68898,272,5.67785,397,2.61254,492
"iccat",-67.5,42.5,2017,550261,139.2314,1897,42.50209,313,2.55544,163,94.17387,1421
"iccat",-67.5,42.5,2018,259452,88.056406,17,75.142591,0,9.893436,0,3.020379,17
"iccat",-67.5,42.5,2019,340922,111.448681,4217,53.499098,1770,10.040974,127,47.908609,2320
"iccat",-67.5,42.5,2020,333289,108.538817,1954,49.174004,199,2.91429,109,56.450523,1646
"iccat",-67.5,42.5,2021,396454,53.488815,3422,17.310543,1126,3.003543,71,33.174729,2225
"iccat",-67.5,42.5,2022,178346,110.214545,1362,34.508835,230,2.845247,3,72.860463,1129
"iccat",-67.5,42.5,2023,187425,28.261262,1582,15.574634,213,0.539357,51,12.147271,1318
"iccat",-67.5,42.5,2024,1619484,120.691359,2304,49.328767,385,2.425927,114,68.936665,1805
"iccat",-62.5,42.5,1964,63057,0,5070,0,204,0,1227,0,3639
"iccat",-62.5,42.5,1965,103744,0,990,0,452,0,482,0,56
"iccat",-62.5,42.5,1966,10395,0,87,0,25,0,60,0,2
"iccat",-62.5,42.5,1967,5324,0,81,0,17,0,54,0,10
"iccat",-62.5,42.5,1968,3671,0,103,0,27,0,76,0,0
"iccat",-62.5,42.5,1969,2520,0,34,0,13,0,18,0,3
"iccat",-62.5,42.5,1970,54853,0,2575,0,787,0,1701,0,87
"iccat",-62.5,42.5,1971,785815,0,26497,0,3666,0,21997,0,834
"iccat",-62.5,42.5,1972,61132,0,1034,0,101,0,670,0,263
"iccat",-62.5,42.5,1973,262882,0,6793,0,2965,0,3607,0,221
"iccat",-62.5,42.5,1974,524138,0,14938,0,7330,0,7376,0,232
"iccat",-62.5,42.5,1975,45104,0,802,0,271,0,459,0,72
"iccat",-62.5,42.5,1976,409436,0,10780,0,4780,0,5429,0,571
"iccat",-62.5,42.5,1977,516156,31.6,11085,0.7,3257,30.9,7753,0,75
"iccat",-62.5,42.5,1978,1075785,0,16582,0,10976,0,5271,0,335
"iccat",-62.5,42.5,1979,1949967,1.1,32729,0.4,14581,0.4,17541,0.3,607
"iccat",-62.5,42.5,1980,3672862,0,44005,0,27011,0,15380,0,1614
"iccat",-62.5,42.5,1981,3222298,0,28188,0,11793,0,14693,0,1702
"iccat",-62.5,42.5,1982,844830,0,9954,0,3813,0,5417,0,724
"iccat",-62.5,42.5,1983,3098071,0,54535,0,15931,0,36043,0,2561
"iccat",-62.5,42.5,1984,2411467,0,24972,0,14542,0,8951,0,1479
"iccat",-62.5,42.5,1985,762378,0,10964,0,5843,0,4390,0,731
"iccat",-62.5,42.5,1986,2731190,0,21615,0,12019,0,8010,0,1586
"iccat",-62.5,42.5,1987,3501399,0,31625,0,16823,0,7380,0,7422
"iccat",-62.5,42.5,1988,1925237,0,17230,0,6529,0,5572,0,5129
"iccat",-62.5,42.5,1989,1962929,0,20881,0,10722,0,3182,0,6977
"iccat",-62.5,42.5,1990,1507742,0,16857,0,9563,0,5008,0,2286
"iccat",-62.5,42.5,1991,860357,0,5944,0,2480,0,1305,0,2159
"iccat",-62.5,42.5,1992,891061,74,10865,54.7,5382,0.9,2173,18.4,3310
"iccat",-62.5,42.5,1993,763518,133.4,8995,85.7,6390,6.5,2038,41.2,567
"iccat",-62.5,42.5,1994,1087420,120.9,18630,80.7,7651,13.8,5976,26.4,5003
"iccat",-62.5,42.5,1995,192629,235.1,1055,129.5,230,8.2,338,97.4,487
"iccat",-62.5,42.5,1996,157992,290,1274,128.8,232,12.5,715,148.7,327
"iccat",-62.5,42.5,1997,24918,250.5,106,147.5,34,21.8,0,81.2,72
"iccat",-62.5,42.5,1998,383618,151.7,6825,87.9,857,12.9,4857,50.9,1111
"iccat",-62.5,42.5,1999,528204,142.6,9081,118.2,5396,9.2,2160,15.2,1525
"iccat",-62.5,42.5,2000,7056,51.172,135,19.262,17,16.554,57,15.356,61
"iccat",-62.5,42.5,2001,37958,234.98556,217,112.8917,141,29.3283,65,92.76556,11
"iccat",-62.5,42.5,2002,6903,285.649,81,181.247,25,57.347,3,47.055,53
"iccat",-62.5,42.5,2003,2900,137.28967,10,56.99571,1,12.83416,0,67.4598,9
"iccat",-62.5,42.5,2004,50132,366.78514,698,99.72149,248,18.26347,121,248.80018,329
"iccat",-62.5,42.5,2005,128509,388.754,457,139.802,155,32.862,212,216.09,90
"iccat",-62.5,42.5,2006,418794,345.56721,2921,127.39526,941,7.97071,1324,210.20124,656
"iccat",-62.5,42.5,2007,19986,349.579,218,110.167,25,14.024,48,225.388,145
"iccat",-62.5,42.5,2008,844747,234.945,277,90.152,48,15.959,148,128.834,81
"iccat",-62.5,42.5,2009,720062,122.656,34,73.835,3,3.586,28,45.235,3
"iccat",-62.5,42.5,2010,788419,180.742,6,59.565,4,10.045,0,111.132,2
"iccat",-62.5,42.5,2011,927438,162.121,0,102.7,0,18.398,0,41.023,0
"iccat",-62.5,42.5,2012,993301,236.044,440,141.632,183,24.543,27,69.869,230
"iccat",-62.5,42.5,2013,543559,270.894,47,175.142,1,25.754,4,69.998,42
"iccat",-62.5,42.5,2014,939129,172.907,0,129.795,0,17.559,0,25.553,0
"iccat",-62.5,42.5,2015,2616435,146.41897,0,118.46021,0,13.55993,0,14.39883,0
"iccat",-62.5,42.5,2016,1349920,134.84396,2,111.11382,0,8.66142,0,15.06872,2
"iccat",-62.5,42.5,2017,1512506,172.54949,0,115.33206,0,6.2412,0,50.97623,0
"iccat",-62.5,42.5,2018,747002,86.286359,0,71.33795,0,5.791063,0,9.157346,0
"iccat",-62.5,42.5,2019,973495,195.677324,0,123.415604,0,16.360852,0,55.900868,0
"iccat",-62.5,42.5,2020,860118,63.85131,0,39.848143,0,7.483706,0,16.519461,0
"iccat",-62.5,42.5,2021,841795,209.550528,0,125.898721,0,23.509006,0,60.142801,0
"iccat",-62.5,42.5,2022,740966,281.823336,0,198.216208,0,12.035423,0,71.571705,0
"iccat",-62.5,42.5,2023,940905,303.847325,0,166.794516,0,11.102522,0,125.950287,0
"iccat",-62.5,42.5,2024,3019199,195.504122,0,120.408833,0,4.814731,0,70.280558,0
"iccat",-57.5,42.5,1964,8664,0,586,0,40,0,163,0,383
"iccat",-57.5,42.5,1965,199872,0,2557,0,1862,0,674,0,21
"iccat",-57.5,42.5,1966,250635,0,9317,0,3791,0,4509,0,1017
"iccat",-57.5,42.5,1967,141715,0,4508,0,3029,0,877,0,602
"iccat",-57.5,42.5,1968,47720,0,2107,0,698,0,1409,0,0
"iccat",-57.5,42.5,1969,17640,0,516,0,109,0,400,0,7
"iccat",-57.5,42.5,1970,55856,0,1388,0,372,0,978,0,38
"iccat",-57.5,42.5,1971,744039,0,22276,0,4205,0,17748,0,323
"iccat",-57.5,42.5,1972,103324,0,2527,0,462,0,2032,0,33
"iccat",-57.5,42.5,1973,95528,0,4395,0,2114,0,2269,0,12
"iccat",-57.5,42.5,1974,531887,0,19580,0,4962,0,14587,0,31
"iccat",-57.5,42.5,1975,38325,0,1070,0,323,0,742,0,5
"iccat",-57.5,42.5,1976,488341,0,11036,0,5025,0,5888,0,123
"iccat",-57.5,42.5,1977,1345663,351.3,27230,25.2,2870,322.5,24192,3.6,168
"iccat",-57.5,42.5,1978,547388,72.5,7716,3.4,2529,50.2,4607,18.9,580
"iccat",-57.5,42.5,1979,1834022,12.8,30759,0,16151,12.8,14473,0,135
"iccat",-57.5,42.5,1980,1637642,0,19394,0,12594,0,6367,0,433
"iccat",-57.5,42.5,1981,1894938,0,19645,0,8910,0,9652,0,1083
"iccat",-57.5,42.5,1982,1014292,0,11082,0,6148,0,4778,0,156
"iccat",-57.5,42.5,1983,684441,0,5326,0,1750,0,3378,0,198
"iccat",-57.5,42.5,1984,622042,0,7258,0,4174,0,2685,0,399
"iccat",-57.5,42.5,1985,395744,0,5995,0,3509,0,2384,0,102
"iccat",-57.5,42.5,1986,1026303,0,7482,0,5448,0,1145,0,889
"iccat",-57.5,42.5,1987,931591,0,6722,0,5055,0,967,0,700
"iccat",-57.5,42.5,1988,1718173,0,26946,0,11719,0,11512,0,3715
"iccat",-57.5,42.5,1989,1427351,0,11563,0,5203,0,5117,0,1243
"iccat",-57.5,42.5,1990,948156,0,13169,0,4743,0,5255,0,3171
"iccat",-57.5,42.5,1991,1104317,0,13886,0,8134,0,2400,0,3352
"iccat",-57.5,42.5,1992,1218290,0.2,17152,0,11473,0.1,3039,0.1,2640
"iccat",-57.5,42.5,1993,577369,6.1,6609,4.3,3583,0.2,2168,1.6,858
"iccat",-57.5,42.5,1994,724312,7.4,10958,2.6,5672,3.8,2780,1,2506
"iccat",-57.5,42.5,1995,89197,21.9,1243,13,373,1.8,416,7.1,454
"iccat",-57.5,42.5,1996,79794,4.5,1301,2,863,0.3,316,2.2,122
"iccat",-57.5,42.5,1997,74404,12.2,590,5.1,309,3.2,98,3.9,183
"iccat",-57.5,42.5,1998,91602,15.7,515,10.6,313,3.1,5,2,197
"iccat",-57.5,42.5,1999,153815,0.6,2678,0.5,1037,0.1,667,0,974
"iccat",-57.5,42.5,2000,13859,3.165,49,1.69,2,0.928,7,0.547,40
"iccat",-57.5,42.5,2001,46397,0,83,0,45,0,35,0,3
"iccat",-57.5,42.5,2002,16013,0,131,0,122,0,0,0,9
"iccat",-57.5,42.5,2003,3061,11.77143,4,9.32357,1,2.38349,3,0.06437,0
"iccat",-57.5,42.5,2004,30194,0.4331,75,0.34152,58,0.09158,2,0,15
"iccat",-57.5,42.5,2005,279000,7.427,1308,3.267,441,1.864,667,2.296,200
"iccat",-57.5,42.5,2006,74501,13.35791,657,4.00942,502,0.37645,110,8.97204,45
"iccat",-57.5,42.5,2007,215200,27.963,759,12.754,252,1.296,334,13.913,173
"iccat",-57.5,42.5,2008,147323,19.052,65,5.436,64,4.366,1,9.25,0
"iccat",-57.5,42.5,2009,274427,22.202,1062,18.078,1021,3.109,38,1.015,3
"iccat",-57.5,42.5,2010,77075,13.839,29,3.655,29,1.824,0,8.36,0
"iccat",-57.5,42.5,2011,93666,10.264,139,8.218,131,1.292,8,0.754,0
"iccat",-57.5,42.5,2012,70491,5.298,0,2.703,0,0.637,0,1.958,0
"iccat",-57.5,42.5,2013,69810,2.494,37,1.305,29,0.889,8,0.3,0
"iccat",-57.5,42.5,2014,311178,5.147,0,3.175,0,0.857,0,1.115,0
"iccat",-57.5,42.5,2015,951326,6.02341,0,3.54655,0,2.37934,0,0.09752,0
"iccat",-57.5,42.5,2016,327175,19.58346,0,15.85172,0,2.38507,0,1.34667,0
"iccat",-57.5,42.5,2017,285824,56.65264,0,32.78097,0,5.2891,0,18.58257,0
"iccat",-57.5,42.5,2018,365513,44.65312,0,38.365461,0,5.298195,0,0.989464,0
"iccat",-57.5,42.5,2019,278360,21.506354,0,14.191841,0,2.949172,0,4.365341,0
"iccat",-57.5,42.5,2020,377420,7.573646,0,5.094839,0,1.353209,0,1.125598,0
"iccat",-57.5,42.5,2021,429735,15.693135,0,9.335264,0,4.235001,0,2.12287,0
"iccat",-57.5,42.5,2022,299766,54.693818,0,18.879449,0,3.636574,0,32.177795,0
"iccat",-57.5,42.5,2023,281630,105.275786,0,82.796508,0,2.583331,0,19.895947,0
"iccat",-57.5,42.5,2024,771687,34.776082,0,16.410465,0,1.795558,0,16.570059,0
"iccat",-52.5,42.5,1965,647672,0,14979,0,9310,0,5499,0,170
"iccat",-52.5,42.5,1966,272950,0,8549,0,4087,0,4397,0,65
"iccat",-52.5,42.5,1967,49925,0,1603,0,465,0,673,0,465
"iccat",-52.5,42.5,1968,266480,0,15935,0,4883,0,11052,0,0
"iccat",-52.5,42.5,1969,97977,0,5965,0,1329,0,4611,0,25
"iccat",-52.5,42.5,1970,271452,0,12806,0,7161,0,5540,0,105
"iccat",-52.5,42.5,1971,1615551,0,35383,0,12904,0,21205,0,1274
"iccat",-52.5,42.5,1972,591107,0,16311,0,5105,0,10986,0,220
"iccat",-52.5,42.5,1973,1273345,0,26834,0,17408,0,9059,0,367
"iccat",-52.5,42.5,1974,1282383,0,23068,0,12553,0,10449,0,66
"iccat",-52.5,42.5,1975,1556495,0,39650,0,21396,0,18198,0,56
"iccat",-52.5,42.5,1976,2082369,58.5,36550,1.7,17378,54.5,18603,2.3,569
"iccat",-52.5,42.5,1977,2075933,0,27458,0,18438,0,8755,0,265
"iccat",-52.5,42.5,1978,1674893,0,17508,0,12020,0,3640,0,1848
"iccat",-52.5,42.5,1979,2678518,4.5,36591,0.6,23119,3.9,12926,0,546
"iccat",-52.5,42.5,1980,3716052,0,43855,0,32581,0,10151,0,1123
"iccat",-52.5,42.5,1981,5422103,0,47264,0,26440,0,19563,0,1261
"iccat",-52.5,42.5,1982,3047030,0,30906,0,17103,0,13527,0,276
