"rfmo","flag","lon","lat","year","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"iotc","TWN",92.5,7.5,1974,681.6,233.82004,6264,62.76528,1470,NA,NA,171.05476,4794
"iotc","JPN",92.5,7.5,1975,7.872,0,44,NA,7,NA,NA,NA,37
"iotc","KOR",92.5,7.5,1975,124.5,0,1162,NA,656,NA,12,NA,494
"iotc","TWN",92.5,7.5,1975,151.7,34.34992,904,9.46212,253,NA,NA,24.8878,651
"iotc","JPN",92.5,7.5,1976,15.612,0,149,NA,120,NA,NA,NA,29
"iotc","KOR",92.5,7.5,1976,50.136,0,439,NA,246,NA,NA,NA,193
"iotc","TWN",92.5,7.5,1976,100.6,15.08,449,11.56868,362,NA,NA,3.51132,87
"iotc","KOR",92.5,7.5,1977,21.856,0,425,NA,201,NA,15,NA,209
"iotc","TWN",92.5,7.5,1977,3.1,1.24004,33,0.80156,22,NA,NA,0.43848,11
"iotc","JPN",92.5,7.5,1978,8.6,0,7,NA,7,NA,NA,NA,NA
"iotc","KOR",92.5,7.5,1978,34.579,0,287,NA,207,NA,NA,NA,80
"iotc","TWN",92.5,7.5,1978,21.2,4.64,86,3.0972,49,NA,NA,1.5428,37
"iotc","JPN",92.5,7.5,1979,2.363,0,14,NA,5,NA,NA,NA,9
"iotc","KOR",92.5,7.5,1979,30.687,0,175,NA,102,NA,NA,NA,73
"iotc","TWN",92.5,7.5,1979,96.9,36.1908,897,29.2784,698,1.82,88,5.0924,111
"iotc","KOR",92.5,7.5,1980,41.841,0,332,NA,186,NA,8,NA,138
"iotc","TWN",92.5,7.5,1980,89.1,22.6548,535,8.874,196,NA,NA,13.7808,339
"iotc","JPN",92.5,7.5,1981,6.65,0,40,NA,30,NA,NA,NA,10
"iotc","KOR",92.5,7.5,1981,42.025,0,417,NA,180,NA,10,NA,227
"iotc","TWN",92.5,7.5,1981,289.9,105.2584,2140,59.3688,1160,NA,NA,45.8896,980
"iotc","JPN",92.5,7.5,1982,10.523,0,170,NA,112,NA,1,NA,57
"iotc","KOR",92.5,7.5,1982,3,0,6,NA,1,NA,NA,NA,5
"iotc","TWN",92.5,7.5,1982,13.4,4.0716,101,3.2364,77,NA,NA,0.8352,24
"iotc","JPN",92.5,7.5,1983,38.146,0,560,NA,402,NA,NA,NA,158
"iotc","KOR",92.5,7.5,1983,3,0,4,NA,3,NA,NA,NA,1
"iotc","TWN",92.5,7.5,1983,65.8,4.3616,106,1.8096,41,NA,NA,2.552,65
"iotc","KOR",92.5,7.5,1984,24.241,0,112,NA,72,NA,NA,NA,40
"iotc","TWN",92.5,7.5,1984,80.2,21.7268,571,11.832,313,NA,NA,9.8948,258
"iotc","JPN",92.5,7.5,1985,3.256,0,21,NA,12,NA,NA,NA,9
"iotc","KOR",92.5,7.5,1985,31.5,0,247,NA,90,NA,NA,NA,157
"iotc","TWN",92.5,7.5,1985,97.6,24.0932,615,15.4976,374,NA,NA,8.5956,241
"iotc","KOR",92.5,7.5,1986,5.76,0,40,NA,15,NA,NA,NA,25
"iotc","TWN",92.5,7.5,1986,55.6,16.33396,337,12.4294,252,NA,NA,3.90456,85
"iotc","JPN",92.5,7.5,1987,7.2,0,54,NA,2,NA,NA,NA,52
"iotc","TWN",92.5,7.5,1987,95.8,45.6228,987,10.75668,183,NA,NA,34.86612,804
"iotc","JPN",92.5,7.5,1988,15.304,0,315,NA,139,NA,NA,NA,176
"iotc","TWN",92.5,7.5,1988,9.1,1.51612,32,1.09852,23,NA,NA,0.4176,9
"iotc","JPN",92.5,7.5,1989,2.7,0,17,NA,14,NA,NA,NA,3
"iotc","TWN",92.5,7.5,1989,53.2,15.9094,324,NA,NA,NA,NA,15.9094,324
"iotc","JPN",92.5,7.5,1990,5.614,0,43,NA,23,NA,2,NA,18
"iotc","JPN",92.5,7.5,1991,23.65,0,319,NA,79,NA,NA,NA,240
"iotc","KOR",92.5,7.5,1993,2.42,0,4,NA,3,NA,NA,NA,1
"iotc","TWN",92.5,7.5,1993,54.461,23.25804,771,NA,NA,1.167,58,22.09104,713
"iotc","TWN",92.5,7.5,1994,7.141,2.58216,63,1.2644,21,NA,NA,1.31776,42
"iotc","IND",92.5,7.5,1995,102.4,10.218,0,1.943,NA,NA,NA,8.275,NA
"iotc","KOR",92.5,7.5,1995,1.87,0.681,0,0.664,NA,NA,NA,0.017,NA
"iotc","TWN",92.5,7.5,1995,1810.427,610.1136,16439,90.4394,1768,NA,NA,519.6742,14671
"iotc","IND",92.5,7.5,1996,131.2,14.371,0,3.252,NA,NA,NA,11.119,NA
"iotc","TWN",92.5,7.5,1996,284.691,9.076,395,NA,NA,NA,NA,9.076,395
"iotc","IND",92.5,7.5,1997,9.6,0.876,0,0.23,NA,NA,NA,0.646,NA
"iotc","TWN",92.5,7.5,1997,109.347,39.338,933,34.835,816,NA,NA,4.503,117
"iotc","JPN",92.5,7.5,1998,27.993,0,253,NA,89,NA,NA,NA,164
"iotc","JPN",92.5,7.5,1999,2.64,0,12,NA,5,NA,NA,NA,7
"iotc","TWN",92.5,7.5,1999,29.948,9.259,193,3.086,58,NA,NA,6.173,135
"iotc","JPN",92.5,7.5,2000,6.592,0,75,NA,24,NA,NA,NA,51
"iotc","TWN",92.5,7.5,2000,137.67,89.367,1981,29.128,432,NA,NA,60.239,1549
"iotc","TWN",92.5,7.5,2001,173.202,44.154,992,1.956,33,NA,NA,42.198,959
"iotc","CHN",92.5,7.5,2002,2558.2,579.8,0,294.2,NA,1.4,NA,284.2,NA
"iotc","TWN",92.5,7.5,2002,86.062,16.095,404,7.984,199,NA,NA,8.111,205
"iotc","TWN",92.5,7.5,2003,37.684,11.547,295,6.966,168,NA,NA,4.581,127
"iotc","TWN",92.5,7.5,2006,3.111,2.453,71,1.282,29,0.019,1,1.152,41
"iotc","IND",92.5,7.5,2007,39.456,2.182,0,0.708,NA,NA,NA,1.474,NA
"iotc","JPN",92.5,7.5,2007,7.483,0,70,NA,29,NA,NA,NA,41
"iotc","THA",92.5,7.5,2007,NA,4.60340974256396,0,2.07854509791732,NA,NA,NA,2.52486464464664,NA
"iotc","TWN",92.5,7.5,2007,2578.171,580.524,14506,195.104,4539,9.21,221,376.21,9746
"iotc","IND",92.5,7.5,2008,3.125,0.049,0,NA,NA,NA,NA,0.049,NA
"iotc","TWN",92.5,7.5,2008,1529.347,560.731,12658,34.35,652,0.499,17,525.882,11989
"iotc","IND",92.5,7.5,2009,625.6,58.759,0,0.123,NA,NA,NA,58.636,NA
"iotc","TWN",92.5,7.5,2009,3940.984,1088.528,32203,24.618,621,0.04,11,1063.87,31571
"iotc","IND",92.5,7.5,2010,1208.05,103.27,0,NA,NA,NA,NA,103.27,NA
"iotc","TWN",92.5,7.5,2010,1009.486,226.66,5934,0.723,16,NA,NA,225.937,5918
"iotc","IND",92.5,7.5,2011,2743.703,98.51,0,NA,NA,NA,NA,98.51,NA
"iotc","SYC",92.5,7.5,2011,3.12182741116751,3.86897436548223,87.4111675126904,3.29163401015228,68.6802030456853,NA,NA,0.577340355329949,18.7309644670051
"iotc","TWN",92.5,7.5,2011,897.902,134.798,3241,3.649,80,NA,NA,131.149,3161
"iotc","TWN",92.5,7.5,2012,49.912,8.17,216,1.388,36,NA,NA,6.782,180
"iotc","TWN",92.5,7.5,2013,33.026,5.252,125,2.772,55,NA,NA,2.48,70
"iotc","TWN",92.5,7.5,2014,65.016,23.685,561,1.63,25,NA,NA,22.055,536
"iotc","TWN",92.5,7.5,2015,155.124,44.971,1022,5.335,91,NA,NA,39.636,931
"iotc","TWN",92.5,7.5,2016,14.396,3.095,71,0.35,7,NA,NA,2.745,64
"iotc","CHN",92.5,7.5,2017,108.5,6.769,132,5.304,93,NA,NA,1.465,39
"iotc","LKA",92.5,7.5,2017,NA,1.6,0,0.4,NA,NA,NA,1.2,NA
"iotc","TWN",92.5,7.5,2017,2.4,0.972,21,0.277,4,NA,NA,0.695,17
"iotc","LKA",92.5,7.5,2018,NA,1.3,0,0.2,NA,NA,NA,1.1,NA
"iotc","LKA",92.5,7.5,2019,NA,0.1,0,NA,NA,NA,NA,0.1,NA
"iotc","JPN",92.5,7.5,2023,6.8,0,30,NA,28,NA,NA,NA,2
"iotc","MUS",92.5,7.5,2023,15,7.65,0,3.89,NA,NA,NA,3.76,NA
"iotc","LKA",92.5,7.5,2024,NA,0.2,0,NA,NA,NA,NA,0.2,NA
"iotc","LKA",92.5,7.5,2025,NA,0.82,0,NA,NA,NA,NA,0.82,NA
"iotc","TZA",92.5,7.5,2025,3.84,0.36,0,0.08,NA,NA,NA,0.28,NA
"iotc","JPN",97.5,7.5,1954,3.85,0,148,NA,24,NA,NA,NA,124
"iotc","JPN",97.5,7.5,1955,31.927,0,1703,NA,236,NA,NA,NA,1467
"iotc","JPN",97.5,7.5,1956,2.425,0,106,NA,7,NA,NA,NA,99
"iotc","JPN",97.5,7.5,1957,104.958,0,3225,NA,1285,NA,NA,NA,1940
"iotc","JPN",97.5,7.5,1958,25.59,0,435,NA,96,NA,NA,NA,339
"iotc","JPN",97.5,7.5,1960,23.199,0,310,NA,94,NA,NA,NA,216
"iotc","JPN",97.5,7.5,1962,12.014,0,251,NA,89,NA,NA,NA,162
"iotc","JPN",97.5,7.5,1964,2.387,0,27,NA,3,NA,NA,NA,24
"iotc","JPN",97.5,7.5,1965,3.3,0,11,NA,5,NA,NA,NA,6
"iotc","JPN",97.5,7.5,1967,23.126,0,242,NA,121,NA,NA,NA,121
"iotc","TWN",97.5,7.5,1968,45.8,0.3364,6,0.17168,3,NA,NA,0.16472,3
"iotc","TWN",97.5,7.5,1969,106.1,10.26252,270,2.52532,66,NA,NA,7.7372,204
"iotc","TWN",97.5,7.5,1970,158.2,34.7536,1086,13.72744,351,1.885,106,19.14116,629
"iotc","TWN",97.5,7.5,1971,278.6,121.4660592,2870,55.8077392,1094,NA,NA,65.65832,1776
"iotc","TWN",97.5,7.5,1972,18.2,1.20524,35,0.39092,12,NA,NA,0.81432,23
"iotc","TWN",97.5,7.5,1974,242,12.40388,297,6.6642,169,NA,NA,5.73968,128
"iotc","KOR",97.5,7.5,1975,19.95,0,258,NA,189,NA,NA,NA,69
"iotc","KOR",97.5,7.5,1976,12.44,0,104,NA,56,NA,NA,NA,48
"iotc","KOR",97.5,7.5,1978,13.452,0,435,NA,251,NA,NA,NA,184
"iotc","JPN",97.5,7.5,1979,2.363,0,6,NA,3,NA,NA,NA,3
"iotc","KOR",97.5,7.5,1979,5.915,0,58,NA,19,NA,NA,NA,39
"iotc","KOR",97.5,7.5,1980,3,0,21,NA,12,NA,2,NA,7
"iotc","KOR",97.5,7.5,1981,48.646,0,688,NA,283,NA,9,NA,396
"iotc","KOR",97.5,7.5,1983,7.93,0,154,NA,106,NA,28,NA,20
"iotc","TWN",97.5,7.5,1983,343.3,7.598,278,1.8676,50,NA,NA,5.7304,228
"iotc","KOR",97.5,7.5,1985,3.36,0,43,NA,22,NA,7,NA,14
"iotc","KOR",97.5,7.5,1986,2.21,0,28,NA,14,NA,1,NA,13
"iotc","TWN",97.5,7.5,1995,13.675,1.44652,32,0.27608,4,NA,NA,1.17044,28
"iotc","IND",97.5,7.5,1996,6.4,0.355,0,0.175,NA,NA,NA,0.18,NA
"iotc","TWN",97.5,7.5,2003,16.68,8.35,209,6.815,156,NA,NA,1.535,53
"iotc","TWN",97.5,7.5,2005,2.926,1.293,23,1.154,20,NA,NA,0.139,3
"iotc","TWN",97.5,7.5,2006,6.532,8.648,210,6.364,148,NA,NA,2.284,62
"iotc","IND",97.5,7.5,2007,0.625,0.025,0,NA,NA,NA,NA,0.025,NA
"iotc","THA",97.5,7.5,2007,NA,1.88476577784866,0,0.565268632844091,NA,NA,NA,1.31949714500457,NA
"iotc","TWN",97.5,7.5,2007,673.095,128.15,3194,41.431,840,NA,NA,86.719,2354
"iotc","TWN",97.5,7.5,2008,1180.093,229.596,5988,22.419,452,0.891,54,206.286,5482
"iotc","IND",97.5,7.5,2009,8.6,0.895,0,NA,NA,NA,NA,0.895,NA
"iotc","KOR",97.5,7.5,2009,3.52,0,22,NA,22,NA,NA,NA,NA
"iotc","TWN",97.5,7.5,2009,1232.71,249.141,6121,10.118,221,NA,NA,239.023,5900
"iotc","TWN",97.5,7.5,2010,1343.154,192.816,5067,1.251,28,0.16,9,191.405,5030
"iotc","TWN",97.5,7.5,2011,623.366,71.788,1875,1.432,36,0.315,15,70.041,1824
"iotc","TWN",97.5,7.5,2012,85.85,13.345,351,0.297,6,0.105,5,12.943,340
"iotc","TWN",97.5,7.5,2013,382.87,75.928,1994,0.908,18,0.545,22,74.475,1954
"iotc","JPN",97.5,7.5,2014,6.67,0,16,NA,16,NA,NA,NA,NA
"iotc","TWN",97.5,7.5,2014,77.34,13.87,352,NA,NA,NA,NA,13.87,352
"iotc","TWN",97.5,7.5,2016,6.96,2.336,59,0.05,1,NA,NA,2.286,58
"iotc","SYC",97.5,7.5,2018,6.293414696,1.217474295,0,1.217474295,NA,NA,NA,NA,NA
"iotc","KOR",102.5,7.5,1976,11.6,0,258,NA,99,NA,13,NA,146
"iotc","THA",102.5,7.5,2007,NA,0.00520947693614288,0,0.00078009933815337,NA,NA,NA,0.00442937759798951,NA
"iotc","TWN",102.5,7.5,2007,804.858,154.113,3813,25.779,550,NA,NA,128.334,3263
"wcpfc","TWN",112.5,7.5,1963,1218.811,102.153,2988,39.898,1257,3.697,150,58.558,1581
"wcpfc","JPN",112.5,7.5,1967,1511.368,1473.893,44076,337.684,7840,2.435,183,1133.774,36053
"wcpfc","TWN",112.5,7.5,1968,2302.786,183.661,6360,45.31,1496,10.606,427,127.745,4437
"wcpfc","TWN",112.5,7.5,1970,1567.229,236.323,8235,30.836,705,32.613,1307,172.874,6223
"wcpfc","TWN",112.5,7.5,1971,1934.493,179.436,5612,29.378,737,38.268,1533,111.79,3342
"wcpfc","JPN",112.5,7.5,1973,1229.558,1062.903,28872,397.281,9730,0,0,665.622,19142
"wcpfc","TWN",112.5,7.5,1975,1912.727,386.865,11170,83.337,1757,5.589,225,297.939,9188
"wcpfc","TWN",112.5,7.5,1978,1696.922,467.033,20503,39.17,1578,6.118,246,421.745,18679
"wcpfc","TWN",112.5,7.5,1979,2592.012,546.497,26069,46.19,1342,2.333,95,497.974,24632
"wcpfc","TWN",112.5,7.5,1980,2273.989,421.966,15219,19.167,535,0.859,37,401.94,14647
"wcpfc","TWN",112.5,7.5,1982,1494.942,391.839,13388,17.099,477,11.466,461,363.274,12450
"wcpfc","TWN",112.5,7.5,1983,1418.779,388.361,13656,19.277,557,11.267,453,357.817,12646
"wcpfc","TWN",112.5,7.5,1984,1415.894,387.571,13599,22.755,658,10.365,416,354.451,12525
"wcpfc","TWN",112.5,7.5,1985,1238.057,338.892,11744,38.224,1106,2.399,97,298.269,10541
"wcpfc","TWN",112.5,7.5,1988,1258.077,344.372,11997,28.037,811,0.836,36,315.499,11150
"wcpfc","TWN",112.5,7.5,1993,1650.07,232.556,8267,33.587,1181,5.304,214,193.665,6872
"wcpfc","TWN",112.5,7.5,2001,1776.445,352.822,11633,72.444,1698,0,0,280.378,9935
"wcpfc","TWN",112.5,7.5,2002,1349.707,248.558,8521,47.313,1116,0,0,201.245,7405
"wcpfc","TWN",112.5,7.5,2003,1416.43,283.13,9131,50.592,1174,0,0,232.538,7957
"wcpfc","TWN",117.5,7.5,2011,2222.548,542.825,13475,7.784,134,0,0,535.041,13341
"wcpfc","TWN",127.5,7.5,1958,2030.672,326.863,8172,104.838,2788,1.764,74,220.261,5310
"wcpfc","TWN",127.5,7.5,1959,1643.297,264.51,6625,83.529,2220,2.484,102,178.497,4303
"wcpfc","TWN",127.5,7.5,1960,1638.433,263.727,6588,86.276,2294,0.719,33,176.732,4261
"wcpfc","TWN",127.5,7.5,1961,1809.583,293.138,7380,90.327,2424,3.138,129,199.673,4827
"wcpfc","TWN",127.5,7.5,1962,1940.521,312.352,7889,110.392,2936,5.163,208,196.797,4745
"wcpfc","TWN",127.5,7.5,1963,6135.718,303.399,10450,118.497,4578,10.981,442,173.921,5430
"wcpfc","TWN",127.5,7.5,1964,1366.345,309.736,9858,107.842,3144,11.176,449,190.718,6265
"wcpfc","TWN",127.5,7.5,1965,3757.046,338.299,9742,95.163,1997,17.059,685,226.077,7060
"wcpfc","JPN",127.5,7.5,1966,1324.051,819.927,25839,222.329,5420,0.299,22,597.299,20397
"wcpfc","TWN",127.5,7.5,1966,1549.744,380.587,10850,80.785,2350,17.712,712,282.09,7788
"wcpfc","TWN",127.5,7.5,1967,3451.109,363.856,10690,91.439,2109,19.935,801,252.482,7780
"wcpfc","TWN",127.5,7.5,1968,6781.732,545.49,18848,134.574,4425,31.503,1264,379.413,13159
"wcpfc","TWN",127.5,7.5,1969,2440.935,542.745,16236,152.027,3539,37.189,1492,353.529,11205
"wcpfc","TWN",127.5,7.5,1970,7673.285,572.743,18737,75.097,1598,96.863,3877,400.783,13262
"wcpfc","TWN",127.5,7.5,1971,6580.672,532.941,16934,87.256,2289,113.66,4550,332.025,10095
"wcpfc","TWN",127.5,7.5,1972,1714.963,525.425,17100,118.432,2731,189.804,7595,217.189,6774
"wcpfc","TWN",127.5,7.5,1973,2510.437,809.932,22906,123.594,2583,8.366,337,677.972,19986
"wcpfc","TWN",127.5,7.5,1974,1819.287,753.701,24773,124.575,2884,5.49,222,623.636,21667
"wcpfc","TWN",127.5,7.5,1975,4062.295,1149.016,31845,247.516,6268,16.601,667,884.899,24910
"wcpfc","TWN",127.5,7.5,1976,3511.901,955.425,30456,106.406,2809,36.929,1478,812.09,26169
"wcpfc","TWN",127.5,7.5,1977,2479.8,1172.61,39356,76.405,2387,19.672,790,1076.533,36179
"wcpfc","TWN",127.5,7.5,1978,1438.589,1387.122,64857,116.34,5767,18.169,730,1252.613,58360
"wcpfc","TWN",127.5,7.5,1979,5793.361,1623.134,79422,137.19,5495,6.929,280,1479.015,73647
"wcpfc","TWN",127.5,7.5,1980,4908.155,1280.503,55466,58.104,1964,2.549,105,1219.85,53397
"wcpfc","TWN",127.5,7.5,1981,6056.784,1247.776,48663,75.163,2829,10.654,430,1161.959,45404
"wcpfc","TWN",127.5,7.5,1982,4251.611,1163.789,40964,50.784,1471,34.053,1365,1078.952,38128
"wcpfc","TWN",127.5,7.5,1983,4213.883,1153.462,40556,57.255,1657,33.464,1342,1062.743,37557
"wcpfc","TWN",127.5,7.5,1984,4205.287,1151.109,40391,67.582,1955,30.784,1234,1052.743,37202
"wcpfc","TWN",127.5,7.5,1985,3677.114,1006.533,34883,113.53,3286,7.124,289,885.879,31308
"wcpfc","TWN",127.5,7.5,1986,2771.445,758.625,26507,47.254,1368,0,0,711.371,25139
"wcpfc","TWN",127.5,7.5,1987,3554.535,974.051,34044,54.189,1547,0.045,1,919.817,32496
"wcpfc","TWN",127.5,7.5,1988,3959.846,1101.717,37179,133.28,3289,2.484,102,965.953,33788
"wcpfc","TWN",127.5,7.5,1989,3058.939,837.32,29591,24.444,707,32.942,1321,779.934,27563
"wcpfc","TWN",127.5,7.5,1990,2993.698,826.031,28286,62.003,1543,25.58,929,738.448,25814
"wcpfc","TWN",127.5,7.5,1991,2444.706,668.615,23236,78.113,2262,22.595,905,567.907,20069
"wcpfc","TWN",127.5,7.5,1992,8113.078,753.986,21670,70.915,1547,19.608,789,663.463,19334
"wcpfc","TWN",127.5,7.5,1993,2839.736,644.836,18282,76.798,1501,15.752,634,552.286,16147
"wcpfc","TWN",127.5,7.5,1994,3398.699,666.178,19419,111.386,2255,4.903,199,549.889,16965
"wcpfc","TWN",127.5,7.5,1995,2709.945,717.057,18908,82.027,1729,4.312,176,630.718,17003
"wcpfc","TWN",127.5,7.5,1996,3066.215,826.609,21576,124.656,2615,4.575,186,697.378,18775
"wcpfc","TWN",127.5,7.5,1997,3502.719,932.985,23821,253.256,5314,14.706,592,665.023,17915
"wcpfc","TWN",127.5,7.5,1998,3272.632,865.945,22046,239.803,5057,8.105,327,618.037,16662
"wcpfc","TWN",127.5,7.5,1999,3358.72,894.503,23037,196.429,4088,10.981,442,687.093,18507
"wcpfc","TWN",127.5,7.5,2000,2775.927,733.011,19593,136.839,2885,48.722,1950,547.45,14758
"wcpfc","TWN",127.5,7.5,2001,5842.923,1138.129,37763,233.732,5545,0,0,904.397,32218
"wcpfc","TWN",127.5,7.5,2002,4220.112,765.771,26165,149.717,3574,0,0,616.054,22591
"wcpfc","TWN",127.5,7.5,2003,3960.154,859.554,25930,159.315,3794,0,0,700.239,22136
"wcpfc","TWN",127.5,7.5,2006,1893.478,97.217,2992,18.087,417,43.868,1459,35.262,1116
"wcpfc","TWN",127.5,7.5,2009,2523.515,312.585,8040,114.867,2363,0.738,45,196.98,5632
"wcpfc","TWN",127.5,7.5,2011,1288.584,144.835,3871,47.321,1082,0.198,11,97.316,2778
"wcpfc","TWN",127.5,7.5,2012,2507.273,428.44,11719,170.034,3359,5.094,322,253.312,8038
"wcpfc","TWN",127.5,7.5,2013,2259.727,357.766,11322,102.938,2607,0.377,18,254.451,8697
"wcpfc","TWN",127.5,7.5,2014,1738.162,285.907,8951,101.051,2659,0.483,29,184.373,6263
"wcpfc","JPN",132.5,7.5,1953,1242.129,1820.882,43633,1110.886,18702,0.23,11,709.766,24920
"wcpfc","TWN",132.5,7.5,1958,3720.413,598.849,14965,192.073,5105,3.234,131,403.542,9729
"wcpfc","JPN",132.5,7.5,1959,1286.215,1496.843,48964,606.529,14629,2.111,101,888.203,34234
"wcpfc","TWN",132.5,7.5,1959,3010.705,484.612,12136,153.035,4068,4.551,184,327.026,7884
"wcpfc","TWN",132.5,7.5,1960,3001.765,483.173,12064,158.065,4202,1.317,55,323.791,7807
"wcpfc","TWN",132.5,7.5,1961,3163.031,537.061,13998,165.488,4729,5.749,232,365.824,9037
"wcpfc","JPN",132.5,7.5,1962,1428.5,957.939,29724,205.523,5279,0.042,2,752.374,24443
"wcpfc","TWN",132.5,7.5,1962,3555.259,572.265,14450,202.251,5378,9.459,380,360.555,8692
"wcpfc","TWN",132.5,7.5,1963,11241.284,555.859,19145,217.098,8387,20.118,808,318.643,9950
"wcpfc","TWN",132.5,7.5,1964,2523.943,567.474,18542,197.581,6227,20.476,822,349.417,11493
"wcpfc","JPN",132.5,7.5,1965,3565.403,1690.291,66612,370.987,8992,151.819,11772,1167.485,45848
"wcpfc","TWN",132.5,7.5,1965,6381.23,619.802,18050,174.349,3833,31.254,1254,414.199,12963
"wcpfc","JPN",132.5,7.5,1966,4103.379,1839.319,63156,565.485,14078,145.576,10720,1128.258,38358
"wcpfc","TWN",132.5,7.5,1966,2794.549,697.28,20428,148.006,4437,32.452,1302,516.822,14689
"wcpfc","TWN",132.5,7.5,1967,8125.981,666.624,19566,167.524,3868,36.522,1463,462.578,14235
"wcpfc","TWN",132.5,7.5,1968,11664.416,999.397,34086,246.556,7897,57.718,2312,695.123,23877
"wcpfc","TWN",132.5,7.5,1969,4765.607,994.366,29572,278.528,6764,68.135,2728,647.703,20080
"wcpfc","TWN",132.5,7.5,1970,12957.852,1049.332,34326,137.589,2928,177.464,7101,734.279,24297
"wcpfc","TWN",132.5,7.5,1971,11140.919,976.406,31153,159.86,4138,208.238,8331,608.308,18684
"wcpfc","TWN",132.5,7.5,1972,3095.562,983.963,31992,227.124,5330,347.741,13912,409.098,12750
"wcpfc","TWN",132.5,7.5,1973,4605.723,1526.804,43744,231.244,5428,15.329,616,1280.231,37700
"wcpfc","JPN",132.5,7.5,1974,1649.196,933.337,35508,344.531,7926,0.388,29,588.418,27553
"wcpfc","TWN",132.5,7.5,1974,3089.559,1169.675,34799,228.236,5353,10.059,405,931.38,29041
"wcpfc","TWN",132.5,7.5,1975,8706.984,2105.128,58248,453.477,11046,30.416,1220,1621.235,45982
"wcpfc","TWN",132.5,7.5,1976,6140.09,1750.44,55779,194.946,5126,67.656,2709,1487.838,47944
"wcpfc","TWN",132.5,7.5,1977,3662.952,2148.356,76977,139.983,4339,36.044,1444,1972.329,71194
"wcpfc","TWN",132.5,7.5,1978,3001.1,2541.36,116676,213.147,10513,33.29,1333,2294.923,104830
"wcpfc","TWN",132.5,7.5,1979,12659.017,2973.762,143584,251.347,8961,12.694,511,2709.721,134112
"wcpfc","TWN",132.5,7.5,1980,9196.52,2315.719,92026,105.38,3332,4.67,189,2205.669,88505
"wcpfc","TWN",132.5,7.5,1981,8182.174,2286.156,85122,137.731,4446,19.519,783,2128.906,79893
"wcpfc","TWN",132.5,7.5,1982,7789.415,2132.189,75049,93.042,2693,62.388,2499,1976.759,69857
"wcpfc","TWN",132.5,7.5,1983,7720.297,2113.269,74300,104.897,3036,61.31,2455,1947.062,68809
"wcpfc","TWN",132.5,7.5,1984,7704.548,2108.958,74001,123.816,3583,56.401,2258,1928.741,68160
"wcpfc","TWN",132.5,7.5,1985,6736.885,1844.081,63899,207.998,6018,13.052,524,1623.031,57357
"wcpfc","TWN",132.5,7.5,1986,5077.599,1389.886,48564,86.576,2505,0,0,1303.31,46059
"wcpfc","TWN",132.5,7.5,1987,6782.806,1814.71,63215,120.149,3372,1.038,27,1693.523,59816
"wcpfc","TWN",132.5,7.5,1988,7656.986,2170.774,71473,309.403,7303,4.821,190,1856.55,63980
"wcpfc","JPN",132.5,7.5,1989,1249.5,626.704,17578,377.288,8851,1.389,90,248.027,8637
"wcpfc","TWN",132.5,7.5,1989,5707.009,1552.04,54732,55.638,1609,60.541,2421,1435.861,50702
"wcpfc","TWN",132.5,7.5,1990,14697.675,3392.967,102454,1086.55,26454,38.74,1480,2267.677,74520
"wcpfc","CHN",132.5,7.5,1991,1289.323,368.33,9069,193.13,4007,0,0,175.2,5062
"wcpfc","TWN",132.5,7.5,1991,5026.105,1322.393,45166,183.967,5037,40.833,1636,1097.593,38493
"wcpfc","TWN",132.5,7.5,1992,20063.045,1520.929,45852,194.657,4641,35.924,1439,1290.348,39772
"wcpfc","CHN",132.5,7.5,1993,2691.094,456.958,10830,265.614,5340,0,0,191.344,5490
"wcpfc","TWN",132.5,7.5,1993,5284.664,1313.216,36620,203.351,4043,28.858,1158,1081.007,31419
"wcpfc","TWN",132.5,7.5,1994,6895.557,1581.44,44281,308.58,6268,9.229,380,1263.631,37633
"wcpfc","TWN",132.5,7.5,1995,5402.951,1560.394,40026,250.966,4894,7.904,319,1301.524,34813
"wcpfc","TWN",132.5,7.5,1996,7465.789,2576.282,62920,836.587,16286,8.383,339,1731.312,46295
"wcpfc","TWN",132.5,7.5,1997,8238.774,2400.095,57318,986.318,18915,26.943,1081,1386.834,37322
"wcpfc","TWN",132.5,7.5,1998,7923.074,2106.98,52054,768.143,15350,15.751,642,1323.086,36062
"wcpfc","CHN",132.5,7.5,1999,6392.703,972.959,24771,796.018,18848,31.013,740,145.928,5183
"wcpfc","TWN",132.5,7.5,1999,11462.192,3051.477,73194,1288.61,25639,20.118,808,1742.749,46747
"wcpfc","CHN",132.5,7.5,2000,5887.51,812.57,21690,642.819,15561,7.753,261,161.998,5868
"wcpfc","TWN",132.5,7.5,2000,6969.442,1914.782,49817,576.082,12160,89.733,3589,1248.967,34068
"wcpfc","CHN",132.5,7.5,2001,1728.981,209.102,6468,128.785,3292,3.933,149,76.384,3027
"wcpfc","TWN",132.5,7.5,2001,15022.534,3146.46,99083,888.873,19952,0,0,2257.587,79131
"wcpfc","TWN",132.5,7.5,2002,15736.756,2908.35,89068,861.415,19232,0,0,2046.935,69836
"wcpfc","TWN",132.5,7.5,2003,13647.793,2891.214,81987,908.237,19888,0.576,41,1982.401,62058
"wcpfc","TWN",132.5,7.5,2004,3292.23,824.643,23139,268.383,5099,8.786,295,547.474,17745
